ID,Position X,Position Y,Position Z,Volume_um3,Position X (voxels),Position Y (voxels),Position Z (voxels),uIntCh_1,uIntCh_2,uIntCh_3,uIntCh_4,SynapseStatus,TerminalStatus,XYZinROI?,CropX,CropY,ZStart,ZEnd
251,28.087,17.716,6.247,0.429,453.74,286.207,18,7000.05,12252.2,9710.79,4580.35,Synapse,Uncertain,Yes,437.585,270.052,16,20
252,18.428,25.771,11.05,0.275,297.712,416.328,33,10817.8,13509.1,20356.4,11648.2,Synapse,Positive,Yes,281.557,400.173,31,35
254,16.969,26.956,9.129,0.495,274.144,435.477,27,9806.21,14185.3,11257.4,4717.74,Synapse,Negative,Yes,257.989,419.322,25,29
255,14.562,30.117,7.266,0.445,235.249,486.549,21,13944.7,12832.4,10495.9,14069.8,Synapse,Positive,Yes,219.094,470.394,19,23
256,19.592,26.7,3.858,0.754,316.517,431.344,11,10178.7,16541.4,10775,4238.15,Synapse,Negative,Yes,300.362,415.189,9,13
258,19.151,25.544,4.564,0.974,309.391,412.662,13,10785.2,17150.801,11596.9,5608.8,Synapse,Negative,Yes,293.236,396.507,11,15
259,21.269,23.596,6.344,0.615,343.607,381.202,19,4542.11,16302.3,4256.23,3308.62,Synapse,Negative,Yes,327.452,365.047,17,21
262,14.906,29.161,5.121,0.676,240.814,471.097,15,14795.9,13549.4,6806.02,7017.22,Synapse,Positive,Yes,224.659,454.942,13,17
263,14.899,27.393,5.317,0.611,240.698,442.543,16,6185.22,13873.6,7928.72,4644.59,Synapse,Uncertain,Yes,224.543,426.388,14,18
264,18.615,23.306,6.786,0.571,300.722,376.507,20,11747,17029.801,11736.5,5844.54,Synapse,Uncertain,Yes,284.567,360.352,18,22
265,15.163,26.397,9.004,0.238,244.952,426.454,26,7283.91,10501,10084.8,10642.4,Synapse,Positive,Yes,228.797,410.299,24,28
266,14.191,22.886,11.722,0.419,229.252,369.722,34,8446.4,11919,14143.7,9643.36,Synapse,Positive,Yes,213.097,353.567,32,36
269,12.282,26.943,3.27,0.571,198.415,435.27,10,10756,14580.7,7024.52,5046.43,Synapse,Positive,Yes,182.26,419.115,8,12
273,9.834,27.326,8.256,0.661,158.873,441.447,24,13191.3,13543.7,12416.9,4794.38,Synapse,Negative,Yes,142.718,425.292,22,26
274,14.165,23.752,6.95,0.645,228.829,383.719,20,4505.12,13005.9,5859.52,4003.52,Synapse,Negative,Yes,212.674,367.564,18,22
275,12.792,24.849,4.523,0.908,206.654,401.433,13,6508.07,15509.9,8973.83,5637.75,Synapse,Uncertain,Yes,190.499,385.278,11,15
279,10.582,23.642,11.107,0.278,170.956,381.947,33,12655.6,11789.5,13900.8,11157.4,Synapse,Positive,Yes,154.801,365.792,31,35
280,10.087,27.002,4.889,0.446,162.95,436.213,14,16685.301,13135.3,7206.75,4105.68,Synapse,Negative,Yes,146.795,420.058,12,16
284,13.239,18.537,8.196,0.313,213.871,299.472,24,1518.16,11472.7,7172.53,4083.79,Unpaired,Negative,Yes,197.716,283.317,22,26
286,10.638,22.501,7.249,0.356,171.855,363.512,21,11106.8,13773.4,13929.3,7404.93,Synapse,Negative,Yes,155.7,347.357,19,23
297,11.041,31.074,6.184,0.72,178.372,502,18,17539.801,16121.1,8553.5,18475,Synapse,Positive,Yes,162.217,485.845,16,20
298,11.943,32.178,5.467,0.755,192.939,519.832,16,13808,14983.2,6748.49,13521.9,Synapse,Positive,Yes,176.784,503.677,14,18
299,11.465,31.742,6.785,0.619,185.22,512.8,20,15605,15200.9,7565.8,18758.4,Synapse,Positive,Yes,169.065,496.645,18,22
300,13.625,30.636,4.753,1.052,220.12,494.922,14,11781.5,14675.6,7084.57,7464.32,Synapse,Positive,Yes,203.965,478.767,12,16
301,13.336,30.622,6.97,0.586,215.438,494.693,20,14873,13184.6,8789.01,6941.05,Synapse,Uncertain,Yes,199.283,478.538,18,22
303,17.571,28.902,7.122,0.574,283.868,466.911,21,18917.6,15331.9,16604.801,9205.63,Synapse,Positive,Yes,267.713,450.756,19,23
304,18.119,29.695,7.823,0.312,292.711,479.719,23,30946.301,14533.2,13009.3,10516.8,Synapse,Positive,Yes,276.556,463.564,21,25
305,17.935,29.515,6.347,0.491,289.74,476.822,19,19535.4,14778.9,8274.71,7833.92,Synapse,Uncertain,Yes,273.585,460.667,17,21
306,22.809,28.434,7.888,0.468,368.489,459.352,23,11491.1,14289.4,16954.301,7307.4,Synapse,Uncertain,Yes,352.334,443.197,21,25
307,22.419,28.74,9.127,0.328,362.173,464.294,27,14701.9,13615.5,16349.5,7389.8,Synapse,Uncertain,Yes,346.018,448.139,25,29
308,28.463,28.515,7.128,0.371,459.826,460.67,21,22409.6,13189.9,8751.85,19494.5,Synapse,Positive,Yes,443.671,444.515,19,23
309,28.068,28.392,6.498,0.429,453.447,458.67,19,27106.301,12572,8569.94,19284.4,Synapse,Positive,Yes,437.292,442.515,17,21
310,27.965,24.966,5.426,0.431,451.782,403.336,16,13393.2,16102.4,10353.9,4968.59,Synapse,Uncertain,Yes,435.627,387.181,14,18
311,27.668,25.218,6.09,0.314,446.982,407.396,18,4207.74,15612.5,11508,4926.75,Unpaired,Uncertain,Yes,430.827,391.241,16,20
313,35.075,26.489,5.397,0.485,566.643,427.924,16,18000,13873.1,6346.36,9405.39,Synapse,Positive,Yes,550.488,411.769,14,18
314,43.083,30.327,9.187,0.115,696.011,489.94,27,12389,11546.6,15389.7,7733.55,Synapse,Uncertain,Yes,679.856,473.785,25,29
315,42.722,30.701,7.699,0.326,690.171,495.979,23,7797.57,12024.5,14982,9607.9,Synapse,Positive,Yes,674.016,479.824,21,25
316,40.905,30.493,8.64,0.487,660.83,492.625,25,16286.1,12323.6,24457.801,10497.3,Synapse,Positive,Yes,644.675,476.47,23,27
324,40.896,30.366,6.662,0.451,660.685,490.567,20,11396.6,11752.8,13516.2,10854.2,Synapse,Positive,Yes,644.53,474.412,18,22
332,35.231,25.72,8.748,0.52,569.166,415.515,26,19267.9,15820.5,9104.67,18561.4,Synapse,Positive,Yes,553.011,399.36,24,28
333,35.062,25.857,7.179,0.783,566.428,417.729,21,18388.1,17288.1,12476.8,11752.7,Synapse,Positive,Yes,550.273,401.574,19,23
334,49.534,27.875,6.415,0.493,800.233,450.328,19,14027.5,12265.9,6713.55,15248,Synapse,Positive,Yes,784.078,434.173,17,21
335,49.176,27.507,7.06,0.476,794.436,444.386,21,14816.4,14175.6,10766,10014.1,Synapse,Positive,Yes,778.281,428.231,19,23
336,51.523,26.749,7.242,0.375,832.354,432.136,21,11942,11114.7,8411.52,5385.62,Synapse,Negative,Yes,816.199,415.981,19,23
337,51.606,27.206,8.551,0.284,833.696,439.522,25,15992.2,10488.6,11273.2,13391.8,Synapse,Positive,Yes,817.541,423.367,23,27
338,57.889,27.9,8.449,0.575,935.205,450.721,25,11196.3,11747,8921.71,9390.06,Synapse,Positive,Yes,919.05,434.566,23,27
339,57.402,27.85,9.785,0.353,927.336,449.914,29,15723.5,11106.5,12135.8,13055.4,Synapse,Positive,Yes,911.181,433.759,27,31
340,59.653,27.01,7.174,0.714,963.706,436.347,21,12579.5,11798.7,5778.48,10980.1,Synapse,Positive,Yes,947.551,420.192,19,23
341,59.335,27.023,9.832,0.384,958.556,436.553,29,14146.5,9661.3,4569.4,10037.4,Synapse,Positive,Yes,942.401,420.398,27,31
342,60.326,23.613,6.011,0.689,974.572,381.477,18,10143.6,16127.3,9040.9,5257.32,Synapse,Uncertain,Yes,958.417,365.322,16,20
343,60.061,24.002,4.228,0.805,970.289,387.758,12,10773.9,15431.1,7764,4623.6,Synapse,Negative,Yes,954.134,371.603,10,14
344,62.212,24.364,10.796,0.442,1005.047,393.599,32,8981.84,12963.8,14102.4,7386.78,Synapse,Uncertain,Yes,988.892,377.444,30,34
345,61.63,24.232,12.569,0.391,995.643,391.465,37,9001.78,12163.8,14438.5,9890.93,Synapse,Positive,Yes,979.488,375.31,35,39
346,67.89,27.212,10.639,0.72,1096.774,439.62,31,13811.3,13581,7434.77,16527.699,Synapse,Positive,Yes,1080.619,423.465,29,33
347,67.558,26.854,9.965,0.452,1091.402,433.834,29,7483.06,13934.8,5796.25,10800,Synapse,Positive,Yes,1075.247,417.679,27,31
348,71.494,26.299,10.29,1.095,1154.998,424.863,30,21904.1,13552.1,14597.8,12661.8,Synapse,Positive,Yes,1138.843,408.708,28,32
349,70.823,26.383,9.73,0.279,1144.153,426.215,29,14684.7,13013.7,13341.7,10133,Synapse,Positive,Yes,1127.998,410.06,27,31
350,72.178,26.572,6.031,0.443,1166.044,429.278,18,10949.7,13387,8839.8,8431.78,Synapse,Positive,Yes,1149.889,413.123,16,20
351,71.973,26.169,4.13,0.91,1162.725,422.767,12,11492.1,15377.6,9801.44,3932.87,Synapse,Negative,Yes,1146.57,406.612,10,14
352,75.743,25.051,7.693,0.283,1223.628,404.698,23,11069.5,14498.5,6943.42,20473,Synapse,Positive,Yes,1207.473,388.543,21,25
353,75.352,25.014,6.534,0.867,1217.31,404.107,19,12480.7,14300.7,8843.05,6747.93,Synapse,Positive,Yes,1201.155,387.952,17,21
355,79.235,27.442,7.885,0.508,1280.044,443.328,23,12806.9,13409.7,7364.48,14506.3,Synapse,Positive,Yes,1263.889,427.173,21,25
356,79.603,27.434,9.161,0.663,1286,443.207,27,23013,15087,12229.4,10621.1,Synapse,Positive,Yes,1269.845,427.052,25,29
358,79.741,27.695,10.869,0.743,1288.216,447.423,32,21253.301,14941,14307,12127.1,Synapse,Positive,Yes,1272.061,431.268,30,34
359,79.323,27.517,10.662,0.329,1281.473,444.544,31,18276.9,15135.6,16087.6,9357.59,Synapse,Uncertain,Yes,1265.318,428.389,29,33
361,87.818,26.42,5.658,1.03,1418.716,426.826,17,13773.9,18718.6,15018.9,6172.14,Synapse,Uncertain,Yes,1402.561,410.671,15,19
362,87.437,27.109,4.1,0.817,1412.544,437.952,12,10979.8,16414.1,11074.2,4278.96,Synapse,Uncertain,Yes,1396.389,421.797,10,14
363,96.355,26.848,11.67,0.442,1556.63,433.735,34,17216.4,12045.5,17673.301,10677.3,Synapse,Positive,Yes,1540.475,417.58,32,36
366,95.355,27.584,11.1,0.158,1540.467,445.628,33,17762.801,12528.7,11679.3,18463.1,Synapse,Positive,Yes,1524.312,429.473,31,35
368,95.449,27.459,9.415,0.518,1541.99,443.604,28,16995,16053.7,11152.7,20269.199,Synapse,Positive,Yes,1525.835,427.449,26,30
370,90.649,28.224,10.073,0.388,1464.439,455.956,30,16355.6,11844.5,14426,9665.58,Synapse,Positive,Yes,1448.284,439.801,28,32
377,90.603,28.298,8.401,0.514,1463.699,457.162,25,17878.199,13189.3,12291.6,9170.82,Synapse,Positive,Yes,1447.544,441.007,23,27
384,96.167,27.254,9.411,0.602,1553.585,440.297,28,28988.6,16185.1,16200.5,11650.2,Synapse,Positive,Yes,1537.43,424.142,26,30
385,95.816,27.487,7.945,0.806,1547.911,444.058,23,21167.801,15545.5,9637.89,12968.2,Synapse,Positive,Yes,1531.756,427.903,21,25
386,102.388,27.893,8.925,0.326,1654.087,450.612,26,11940.4,12180.3,7863.66,5831.67,Synapse,Uncertain,Yes,1637.932,434.457,24,28
387,102.224,28.233,9.769,0.488,1651.438,456.107,29,10724.5,12290,9825.21,8658.29,Synapse,Positive,Yes,1635.283,439.952,27,31
388,106.487,27.712,9.665,0.249,1720.307,447.685,28,11291.3,12149.5,7165.01,8185.29,Synapse,Positive,Yes,1704.152,431.53,26,30
389,105.995,27.708,10.638,0.317,1712.359,447.617,31,21454.801,12693.3,9453.27,9512.21,Synapse,Uncertain,Yes,1696.204,431.462,29,33
390,112.186,28.524,8.505,0.649,1812.375,460.803,25,9147.24,14101.8,8134.82,6421.59,Synapse,Negative,Yes,1796.22,444.648,23,27
391,111.912,28.44,6.781,0.571,1807.948,459.451,20,9198.02,13214.2,4292.1,4010.56,Synapse,Negative,Yes,1791.793,443.296,18,22
392,118.565,30.394,11.055,0.642,1915.428,491.024,33,14860.3,15122.4,8094.08,17793.4,Synapse,Positive,Yes,1899.273,474.869,31,35
393,117.857,30.508,10.478,0.39,1903.99,492.858,31,9777.73,14129.5,6191.17,14351.3,Synapse,Positive,Yes,1887.835,476.703,29,33
394,115.961,28.882,10.931,0.294,1873.36,466.599,32,8052.28,12222.9,11785.8,8488.94,Synapse,Positive,Yes,1857.205,450.444,30,34
395,115.697,29.404,12.527,0.479,1869.095,475.019,37,7417.45,13259.4,11102.4,17112,Synapse,Positive,Yes,1852.94,458.864,35,39
396,110.749,21.684,7.454,0.453,1789.16,350.305,22,8032.7,13550,7047.69,4070.74,Synapse,Negative,Yes,1773.005,334.15,20,24
397,110.675,22.067,8.95,0.749,1787.965,356.489,26,8341,17160.1,11706,5824.1,Synapse,Uncertain,Yes,1771.81,340.334,24,28
398,116.909,29.689,12.791,0.406,1888.675,479.63,38,16541.9,14303.4,17938.4,15528.2,Synapse,Positive,Yes,1872.52,463.475,36,40
399,116.736,30.2,11.09,0.433,1885.88,487.885,33,11797.8,13688.2,9948.73,16691.5,Synapse,Positive,Yes,1869.725,471.73,31,35
400,118.19,28.802,14.432,0.376,1909.37,465.292,42,13969,13630.2,17749.9,13959.5,Synapse,Positive,Yes,1893.215,449.137,40,44
401,117.954,29.154,13.686,0.281,1905.557,470.981,40,16405.9,14862.5,14097.8,12482,Synapse,Positive,Yes,1889.402,454.826,38,42
