ID,Position X,Position Y,Position Z,Volume_um3,Position X (voxels),Position Y (voxels),Position Z (voxels),uIntCh_1,uIntCh_2,uIntCh_3,uIntCh_4,SynapseStatus,TerminalStatus,XYZinROI?,CropX,CropY,ZStart,ZEnd
93,102.024,26.279,6.249,0.232,1648.207,424.543,18,1433.26,12803.5,6898.65,2691.94,Unpaired,Uncertain,Yes,1632.052,408.388,16,20
96,102.069,24.074,12.956,0.121,1648.934,388.913,38,9616.74,14882.3,19571,9871.4,Synapse,Positive,Yes,1632.779,372.758,36,40
97,102.573,22.318,10.359,0.502,1657.076,360.543,30,15541,17563.699,14682.6,2641.18,Synapse,Negative,Yes,1640.921,344.388,28,32
98,100.811,26.042,4.93,0.451,1628.611,420.712,14,1394.21,14466.2,6658.04,2171.64,Unpaired,Negative,Yes,1612.456,404.557,12,16
109,100.016,23.689,8.189,0.181,1615.767,382.691,24,1863.02,13418.9,7838.22,2348.7,Synapse,Negative,Yes,1599.612,366.536,22,26
110,102.873,21.664,6.669,0.43,1661.922,349.985,20,25807.699,15095.2,5517.33,6534.89,Synapse,Positive,Yes,1645.767,333.83,18,22
113,96.107,22.563,14.942,0.171,1552.619,364.511,44,10173.9,14981.5,14255,13380,Synapse,Positive,Yes,1536.464,348.356,42,46
117,99.984,23.47,5.868,0.627,1615.255,379.162,17,7943.89,16040.9,13029.8,2285.1,Synapse,Negative,Yes,1599.1,363.007,15,19
119,98.528,22.785,4.783,0.587,1591.73,368.086,14,12154,16912.6,7806.53,2111.49,Synapse,Negative,Yes,1575.575,351.931,12,16
125,102.153,17.463,7.506,0.331,1650.291,282.11,22,10648.4,13701.7,7477.18,2108.98,Synapse,Negative,Yes,1634.136,265.955,20,24
130,96.813,21.242,5.285,0.107,1564.026,343.168,16,2207.39,14634.2,7957.44,2264.59,Synapse,Negative,Yes,1547.871,327.013,14,18
132,96.66,21.06,8.058,0.264,1561.553,340.221,24,13474.3,14161,4410.46,2533.3,Synapse,Negative,Yes,1545.398,324.066,22,26
134,91.33,25.878,10.23,0.284,1475.438,418.053,30,1370.34,14645,22587.6,13388,Unpaired,Positive,Yes,1459.283,401.898,28,32
135,96.213,21.283,10.267,0.204,1554.33,343.822,30,13330.5,13934.7,12772.2,20795.801,Synapse,Positive,Yes,1538.175,327.667,28,32
137,92.548,23.777,8.557,0.196,1495.128,384.126,25,10853,13160.5,14747.5,2532.82,Synapse,Negative,Yes,1478.973,367.971,23,27
138,92.556,22.367,13.818,0.509,1495.257,361.344,41,1393.07,17049.6,16286.4,2805.91,Unpaired,Negative,Yes,1479.102,345.189,39,43
147,95.051,17.45,8.221,0.661,1535.562,281.913,24,1127.56,16438,4257.45,2464.04,Unpaired,Negative,Yes,1519.407,265.758,22,26
149,89.95,23.363,8.454,0.526,1453.144,377.433,25,10277.8,14896.5,17012.1,2310.52,Synapse,Negative,Yes,1436.989,361.278,23,27
150,96.139,19.423,4.628,0.45,1553.134,313.787,14,979.975,15626.2,5731.53,2026.64,Unpaired,Negative,Yes,1536.979,297.632,12,16
155,88.165,21.095,13.147,0.267,1424.307,340.785,39,1515.32,15565.1,12740.8,27605.9,Unpaired,Positive,Yes,1408.152,324.63,37,41
156,88.688,22.596,9.99,0.369,1432.756,365.037,29,9309.33,15881.8,13805.9,5463.47,Synapse,Positive,Yes,1416.601,348.882,27,31
157,89.815,22.164,8.621,0.252,1450.974,358.057,25,15576.5,13657,8052.75,3645.9,Synapse,Uncertain,Yes,1434.819,341.902,23,27
160,84.379,21.32,11.882,0.119,1363.15,344.435,35,21625.4,14846.9,8194.97,12814.3,Synapse,Positive,Yes,1346.995,328.28,33,37
163,88.995,20.637,9.212,0.307,1437.721,333.393,27,16114.7,13696.2,4236.84,8180.27,Synapse,Positive,Yes,1421.566,317.238,25,29
168,85.213,21.86,6.862,0.4,1376.625,353.155,20,27606.1,14191.5,18037,2338.98,Synapse,Negative,Yes,1360.47,337,18,22
171,82.957,21.507,9.92,0.33,1340.179,347.456,29,20425.9,14943.6,9447.83,9883.09,Synapse,Positive,Yes,1324.024,331.301,27,31
183,83.913,19.162,6.955,0.555,1355.622,309.559,20,8402.12,16052.1,8992.89,2188.9,Synapse,Negative,Yes,1339.467,293.404,18,22
189,78.821,21.737,10.564,0.473,1273.354,351.17,31,8413.52,16806.699,6018.88,10240.6,Synapse,Positive,Yes,1257.199,335.015,29,33
190,81.607,21.549,3.861,0.187,1318.373,348.128,11,1143.67,12781.8,9944.98,2067.17,Unpaired,Negative,Yes,1302.218,331.973,9,13
191,79.307,19.604,11.022,0.405,1281.205,316.704,32,7981.19,14852.2,9589.54,2564.59,Synapse,Negative,Yes,1265.05,300.549,30,34
199,77.22,21.928,9.811,0.375,1247.501,354.249,29,2036.31,16038.2,10267.2,2523.71,Synapse,Negative,Yes,1231.346,338.094,27,31
207,79.108,20.244,7.211,0.337,1278.002,327.042,21,9482.11,14050.5,9139.55,2320.11,Synapse,Negative,Yes,1261.847,310.887,19,23
208,77.554,21.45,8.043,0.31,1252.89,346.528,24,7806.38,15680.6,8248.41,2356.75,Synapse,Negative,Yes,1236.735,330.373,22,26
210,72.12,23.335,11.434,0.17,1165.105,376.984,34,12606.9,14266.4,14710.3,11062.7,Synapse,Positive,Yes,1148.95,360.829,32,36
214,72.979,21.1,11.109,0.337,1178.979,340.869,33,12962.2,15077.1,13016.6,2232.38,Synapse,Negative,Yes,1162.824,324.714,31,35
215,73.739,20.623,9.865,0.156,1191.254,333.168,29,1153.24,14063.2,7060.75,2226.73,Unpaired,Negative,Yes,1175.099,317.013,27,31
216,75.888,19.643,7.512,0.45,1225.981,317.338,22,30901.199,15658.5,6027.96,14732,Synapse,Positive,Yes,1209.826,301.183,20,24
218,79.503,16.42,8.034,0.536,1284.376,265.263,24,10992.1,15792.7,7379.1,2010.8,Synapse,Negative,Yes,1268.221,249.108,22,26
219,74.379,17.269,8.636,0.498,1201.603,278.989,25,7456.29,15391.2,4129.41,3703.44,Synapse,Uncertain,Yes,1185.448,262.834,23,27
220,71.98,18.986,11.012,0.536,1162.838,306.725,32,4351.96,16278.2,7738.64,2267.38,Synapse,Negative,Yes,1146.683,290.57,30,34
221,74.308,17.031,11.043,0.471,1200.449,275.141,32,7694.49,15406,3981.32,2545.1,Synapse,Negative,Yes,1184.294,258.986,30,34
226,68.288,21.502,11.677,0.142,1103.204,347.36,34,6860.3,14711.8,9055.72,22154.9,Synapse,Positive,Yes,1087.049,331.205,32,36
227,69.591,21.718,7.453,0.147,1124.242,350.856,22,14033.2,14032.3,7403.39,2189.63,Synapse,Negative,Yes,1108.087,334.701,20,24
229,69.954,20.983,9.628,0.562,1130.108,338.985,28,8213.26,17630.9,9871.54,2423.52,Synapse,Negative,Yes,1113.953,322.83,26,30
230,69.995,22.101,5.756,0.172,1130.78,357.042,17,1756.42,12999.6,5411.89,2141.79,Unpaired,Negative,Yes,1114.625,340.887,15,19
233,67.336,21.751,5.981,0.569,1087.821,351.384,18,10693.1,15263.3,8566.12,2328.67,Synapse,Negative,Yes,1071.666,335.229,16,20
237,68.432,17.884,5.588,0.956,1105.523,288.913,16,7686.76,18641,7390.8,17712.699,Synapse,Positive,Yes,1089.368,272.758,14,18
243,65.525,14.848,16.199,0.637,1058.559,239.876,48,1053.5,15144.1,6449.88,2462.66,Unpaired,Negative,Yes,1042.404,223.721,46,50
244,65.049,18.127,9.308,0.904,1050.88,292.838,27,1467.64,19073.301,5513.03,2565.63,Unpaired,Negative,Yes,1034.725,276.683,25,29
246,63.444,22.046,5.095,0.832,1024.945,356.15,15,10076.4,17872.5,10734.7,2358.99,Synapse,Negative,Yes,1008.79,339.995,13,17
250,58.333,22.36,12.764,0.106,942.376,361.234,38,25501.6,16404,28289.301,16931.699,Synapse,Positive,Yes,926.221,345.079,36,40
251,60.23,21.503,9.894,0.137,973.026,347.386,29,2034.41,15863,11048.2,20219.5,Synapse,Positive,Yes,956.871,331.231,27,31
255,60.65,19.699,11.535,0.291,979.811,318.233,34,21445.1,15976.8,9753.63,3074.49,Synapse,Negative,Yes,963.656,302.078,32,36
256,67.127,14.572,7.895,0.504,1084.435,235.41,23,11004,16655,7303.53,2164.27,Synapse,Negative,Yes,1068.28,219.255,21,25
260,59.828,20.072,8.488,0.32,966.525,324.262,25,9254.01,15877.4,7221.74,16716.699,Synapse,Positive,Yes,950.37,308.107,23,27
262,64.104,18.26,4.096,0.678,1035.607,294.987,12,13046.3,16908.1,8072.68,2063.41,Synapse,Negative,Yes,1019.452,278.832,10,14
263,59.323,22.166,6.604,0.456,958.373,358.094,19,2410.93,15796,7104.87,3494.74,Synapse,Negative,Yes,942.218,341.939,17,21
269,56.364,22.132,11.183,0.218,910.57,357.551,33,5987.74,15948.5,18341.801,14990.1,Synapse,Positive,Yes,894.415,341.396,31,35
271,56.574,18.445,14.28,0.129,913.961,297.987,42,2510.85,14050.3,10041,3033.38,Synapse,Negative,Yes,897.806,281.832,40,44
274,58.247,19.673,9.883,0.364,940.987,317.824,29,25322.801,15732.7,10079.2,2826.99,Synapse,Negative,Yes,924.832,301.669,27,31
277,55.522,18.869,13.077,0.112,896.963,304.838,38,14532.1,14560.9,7933.69,3387.76,Synapse,Uncertain,Yes,880.808,288.683,36,40
279,56.035,21.97,4.49,0.168,905.255,354.926,13,1212.4,13565.2,12877.2,2142.86,Unpaired,Negative,Yes,889.1,338.771,11,15
282,55,18.991,9.09,0.299,888.525,306.8,27,5191.81,15218,6599.77,13398.2,Synapse,Positive,Yes,872.37,290.645,25,29
290,56.522,16.4,10.548,0.414,913.121,264.943,31,5135.72,14513.9,5126.56,15395.9,Synapse,Positive,Yes,896.966,248.788,29,33
293,53.795,18.571,12.585,0.297,869.057,300.019,37,19926.9,14435.4,11375.2,24900.1,Synapse,Positive,Yes,852.902,283.864,35,39
295,51.743,20.361,10.143,0.164,835.91,328.931,30,1120.24,13674.2,9478.11,25101.801,Unpaired,Positive,Yes,819.755,312.776,28,32
296,51.747,22.472,5.079,0.417,835.976,363.031,15,1173.05,14368.1,6208.48,2183.09,Unpaired,Negative,Yes,819.821,346.876,13,17
300,50.578,22.108,4.913,0.29,817.099,357.152,14,1063.65,14393.8,7017.34,2111.86,Unpaired,Negative,Yes,800.944,340.997,12,16
302,52.03,19.408,11.483,0.46,840.548,313.536,34,9057.55,16703.699,12818.6,30603.4,Synapse,Positive,Yes,824.393,297.381,32,36
307,56.507,12.894,10.797,0.906,912.88,208.3,32,1129.63,17276.699,3482.44,2226.45,Unpaired,Negative,Yes,896.725,192.145,30,34
313,53.639,15.974,7.477,0.594,866.54,258.057,22,9561.25,15890.5,10212.2,2153.03,Synapse,Negative,Yes,850.385,241.902,20,24
314,50.198,19.34,7.89,0.594,810.95,312.433,23,6294.12,16411.9,8095.18,2503.96,Synapse,Negative,Yes,794.795,296.278,21,25
319,56.305,11.625,8.656,0.465,909.607,187.8,25,6751.32,15364.7,7022.6,2114.59,Synapse,Negative,Yes,893.452,171.645,23,27
320,46.125,21.651,8.83,0.323,745.15,349.774,26,14122.5,14879.8,6963.63,7054.19,Synapse,Positive,Yes,728.995,333.619,24,28
323,47.671,20.954,8.584,0.662,770.132,338.509,25,14551.2,17133,7474.9,2396.56,Synapse,Negative,Yes,753.977,322.354,23,27
326,45.623,22.624,5.13,0.544,737.042,365.499,15,8825.04,16443,10321.8,2422.64,Synapse,Negative,Yes,720.887,349.344,13,17
327,47.997,18.648,9.888,0.382,775.397,301.267,29,13765.6,14532.9,12591,2258.87,Synapse,Negative,Yes,759.242,285.112,27,31
330,48.999,15.507,8.731,0.467,791.583,250.522,26,6637,14247.2,5945.76,2072.98,Synapse,Negative,Yes,775.428,234.367,24,28
332,40.317,22.549,13.63,0.139,651.326,364.279,40,1588.13,16165.1,45547.5,25749,Unpaired,Positive,Yes,635.171,348.124,38,42
335,42.392,19.91,11.889,0.385,684.848,321.653,35,17321.199,17633.9,16098.8,26612,Synapse,Positive,Yes,668.693,305.498,33,37
336,41.778,21.061,10.395,0.251,674.935,340.246,31,7354.95,17334.301,16902.1,19370.6,Synapse,Positive,Yes,658.78,324.091,29,33
337,38.669,23.773,11.595,0.3,624.698,384.053,34,1588.25,16889.6,20886.9,22433.1,Unpaired,Positive,Yes,608.543,367.898,32,36
340,42.796,18.517,16.676,0.617,691.368,299.136,49,1333.77,17502.699,17010.1,3020.77,Unpaired,Negative,Yes,675.213,282.981,47,51
341,44.826,18.467,2.958,0.318,724.17,298.341,9,900.004,15082.7,13024.8,2082.37,Unpaired,Negative,Yes,708.015,282.186,7,11
342,40.016,21.391,9.23,0.332,646.465,345.577,27,13542,16600.301,10350.2,3235.23,Synapse,Uncertain,Yes,630.31,329.422,25,29
345,39.104,21.24,16.355,0.259,631.729,343.137,48,7338.01,15111.4,21553.4,18397.5,Synapse,Positive,Yes,615.574,326.982,46,50
350,38.375,21.723,10.479,0.737,619.96,350.931,31,6740.63,19012.4,15662.6,4287.25,Synapse,Negative,Yes,603.805,334.776,29,33
352,41.402,21.15,4.064,0.618,668.859,341.679,12,9839.7,17629.5,8299.04,2225.38,Synapse,Negative,Yes,652.704,325.524,10,14
356,37.711,20.183,10.449,0.262,609.225,326.058,31,11900.1,16333.4,14875.6,2584.91,Synapse,Negative,Yes,593.07,309.903,29,33
358,39.666,19.184,9.428,0.686,640.809,309.921,28,1578.87,17293.9,4793.22,2447.69,Unpaired,Negative,Yes,624.654,293.766,26,30
360,36.141,18.166,13.868,0.198,583.864,293.477,41,19508.5,13516.6,16469.699,2815.59,Synapse,Negative,Yes,567.709,277.322,39,43
362,41.849,16.574,4.332,0.606,676.071,267.756,13,13295.7,16713.5,6577.14,2252.14,Synapse,Negative,Yes,659.916,251.601,11,15
365,39.291,16.668,6.581,0.427,634.751,269.278,19,10007.2,16149.5,6203.81,2332.67,Synapse,Negative,Yes,618.596,253.123,17,21
373,35.343,19.516,8.496,0.198,570.976,315.279,25,1780.01,14679.6,5397.05,3352.4,Unpaired,Negative,Yes,554.821,299.124,23,27
374,36.453,17.466,11.473,0.237,588.9,282.158,34,16115.3,14251.7,6279.54,15035.3,Synapse,Positive,Yes,572.745,266.003,32,36
377,31.616,21.857,8.759,0.551,510.763,353.094,26,15574.3,16116.5,14378.9,3018.72,Synapse,Negative,Yes,494.608,336.939,24,28
380,36.679,18.033,7.022,0.314,592.551,291.321,21,13236,14162.2,4410.77,12385.8,Synapse,Positive,Yes,576.396,275.166,19,23
382,29.069,21.871,10.336,0.389,469.606,353.334,30,1336.07,14863.7,4148.5,9867.22,Unpaired,Positive,Yes,453.451,337.179,28,32
390,31.619,19.905,7.005,0.492,510.814,321.564,21,10218.5,15749.1,7379.97,2251.16,Synapse,Negative,Yes,494.659,305.409,19,23
393,30.805,18.703,7.762,0.447,497.661,302.152,23,12153.8,16354.9,6282.65,2486.72,Synapse,Negative,Yes,481.506,285.997,21,25
395,28.286,21.896,7.153,0.606,456.963,353.733,21,8735.65,17396.199,5786.66,2366.58,Synapse,Negative,Yes,440.808,337.578,19,23
396,35.086,14.76,8.319,0.28,566.817,238.451,24,6355.74,13722.1,4972.48,2332.14,Synapse,Negative,Yes,550.662,222.296,22,26
408,26.275,19.56,10.661,0.256,424.481,315.987,31,12260.3,14088,10514.5,17051.699,Synapse,Positive,Yes,408.326,299.832,29,33
409,28.624,19.591,6.059,0.561,462.415,316.496,18,5583.77,14824.4,8499,2128,Synapse,Negative,Yes,446.26,300.341,16,20
411,25.068,17.035,16.95,0.243,404.982,275.197,50,734.474,14299.9,3680.37,2520.82,Unpaired,Negative,Yes,388.827,259.042,48,52
413,29.391,16.278,8.185,0.406,474.809,262.964,24,4914.24,13284.9,3284.36,2166.37,Synapse,Negative,Yes,458.654,246.809,22,26
416,23.071,22.573,9.549,0.287,372.709,364.674,28,17805.199,14061.1,11504.9,14149.3,Synapse,Positive,Yes,356.554,348.519,26,30
418,19.185,24.022,10.934,0.2,309.942,388.074,32,8618.38,14450.1,13404.4,31052.699,Synapse,Positive,Yes,293.787,371.919,30,34
420,19.874,24.192,9.455,0.123,321.063,390.83,28,1694.39,13671.2,5322.47,17240.1,Synapse,Positive,Yes,304.908,374.675,26,30
424,20.766,21.173,9.454,0.39,335.473,342.058,28,1061.66,15550.2,7061.64,8595.25,Unpaired,Positive,Yes,319.318,325.903,26,30
425,33.005,10.361,7.226,0.615,533.192,167.389,21,1134.42,15260.7,4572.74,2292.93,Unpaired,Negative,Yes,517.037,151.234,19,23
428,25.189,19.862,3.898,0.614,406.932,320.868,11,12807,16625.4,4062.58,2179.92,Synapse,Negative,Yes,390.777,304.713,9,13
430,20.33,18.958,12.348,0.155,328.441,306.26,36,2790.08,14299.6,17682.199,2218.88,Synapse,Negative,Yes,312.286,290.105,34,38
432,26.178,16.707,5,0.925,422.914,269.905,15,7763,19526.6,4742.98,2250.05,Synapse,Negative,Yes,406.759,253.75,13,17
435,14.95,22.658,13.519,0.171,241.517,366.037,40,23923.5,15778.6,18890.801,23427.199,Synapse,Positive,Yes,225.362,349.882,38,42
441,16.382,19.949,16.384,0.91,264.645,322.276,48,1643.97,19853.4,19629.301,2808.61,Unpaired,Negative,Yes,248.49,306.121,46,50
445,15.8,23.188,9.161,0.35,255.247,374.612,27,2232.9,14815.7,12876,3095.9,Synapse,Negative,Yes,239.092,358.457,25,29
447,20.25,18.035,6.184,0.556,327.132,291.355,18,6742.75,15980.9,6855.5,2217,Synapse,Negative,Yes,310.977,275.2,16,20
449,19.317,19.6,6.493,0.591,312.063,316.633,19,10124.8,15604.1,7848.94,2292.09,Synapse,Negative,Yes,295.908,300.478,17,21
452,19.097,16.105,11.642,0.81,308.509,260.171,34,856.44,18125.5,4528.08,2388.63,Unpaired,Negative,Yes,292.354,244.016,32,36
453,13.967,21.827,9.728,0.437,225.643,352.625,29,6787.56,17483.699,7932.03,17143.301,Synapse,Positive,Yes,209.488,336.47,27,31
454,22.567,14.725,6.991,0.507,364.577,237.889,21,7588.1,16563.5,6207.92,2351.33,Synapse,Negative,Yes,348.422,221.734,19,23
456,17.465,18.827,9.577,0.14,282.155,304.153,28,10366,13376.7,6128.8,16857.4,Synapse,Positive,Yes,266,287.998,26,30
459,13.831,22.474,5.887,0.657,223.439,363.063,17,7864.06,16816.801,13079.8,3185.93,Synapse,Negative,Yes,207.284,346.908,15,19
460,12.318,23.142,8.068,0.224,198.992,373.859,24,3950.01,14851.5,10029.8,13614.2,Synapse,Positive,Yes,182.837,357.704,22,26
461,13.236,21.628,10.656,0.171,213.834,349.407,31,9508.91,16073.7,9547.68,15546.1,Synapse,Positive,Yes,197.679,333.252,29,33
465,7.01,21.989,13.932,0.187,113.245,355.236,41,6602.36,15097.6,21315,14583.3,Synapse,Positive,Yes,97.09,339.081,39,43
467,15.364,19.208,4.496,0.439,248.212,310.299,13,10199.2,13707.2,8334.68,2470.09,Synapse,Negative,Yes,232.057,294.144,11,15
475,5.831,21.169,9.16,0.242,94.196,341.985,27,24983.199,14417.9,8309.5,12104.1,Synapse,Positive,Yes,78.041,325.83,25,29
479,13.695,17.277,4.409,0.652,221.246,279.108,13,6407.78,15631.5,5736.36,2132.14,Synapse,Negative,Yes,205.091,262.953,11,15
485,6.864,22.086,4.322,0.504,110.894,356.803,13,9008.45,16517.699,6224.26,2300.09,Synapse,Negative,Yes,94.739,340.648,11,15
490,6.639,17.579,13.247,0.803,107.249,283.989,39,1550.54,18905.699,5652.6,2611.73,Unpaired,Negative,Yes,91.094,267.834,37,41
491,11.649,15.126,7.013,0.636,188.189,244.36,21,1334.39,15556.2,3064.24,2253.32,Unpaired,Negative,Yes,172.034,228.205,19,23
493,9.302,16.321,5.668,0.281,150.282,263.667,17,10753.7,13233.2,9363.01,2324.59,Synapse,Negative,Yes,134.127,247.512,15,19
503,7.785,18.442,2.904,0.498,125.775,297.927,9,6807.47,15493.2,4542.56,2085.18,Synapse,Negative,Yes,109.62,281.772,7,11
511,22.239,23.036,6.514,0.367,359.275,372.142,19,3985.91,14704.8,11682.6,5474.52,Synapse,Uncertain,Yes,343.12,355.987,17,21
512,22.775,22.988,7.495,0.311,367.926,371.367,22,16439.801,15815.8,13218.7,10428.6,Synapse,Positive,Yes,351.771,355.212,20,24
513,22.442,23.117,7.735,0.271,362.556,373.449,23,20758.1,17317.801,11326.9,11773.6,Synapse,Positive,Yes,346.401,357.294,21,25
514,25.148,23.158,7.946,0.156,406.265,374.113,23,5600.27,12029.3,4316.98,11502.9,Synapse,Positive,Yes,390.11,357.958,21,25
518,24.965,22.98,6.712,0.453,403.313,371.249,20,15720.5,15138.2,5243.79,12188.4,Synapse,Positive,Yes,387.158,355.094,18,22
542,30.68,19.331,13.171,0.209,495.632,312.291,39,11749.6,15223.4,18106.301,11359.5,Synapse,Positive,Yes,479.477,296.136,37,41
543,30.607,19.231,12.089,0.353,494.451,310.682,36,9539.65,16449.5,14423,8014.48,Synapse,Positive,Yes,478.296,294.527,34,38
544,36.686,21.111,2.184,0.319,592.667,341.047,6,1592.51,16217.4,7048.12,2120.64,Synapse,Negative,Yes,576.512,324.892,4,8
545,36.49,20.928,1.891,0.409,589.494,338.097,6,1514.81,16715.301,5148.8,2044.56,Synapse,Negative,Yes,573.339,321.942,4,8
546,39.381,23.487,11.737,0.216,636.197,379.433,35,1728.76,15391.2,22369.699,28698.6,Unpaired,Positive,Yes,620.042,363.278,33,37
554,115,24.059,10.376,0.256,1857.835,388.667,31,16950.4,14664.6,14544.3,6512.03,Synapse,Uncertain,Yes,1841.68,372.512,29,33
555,114.849,23.602,11.669,0.333,1855.396,381.289,34,12340.6,14769.5,13624.8,15402.8,Synapse,Positive,Yes,1839.241,365.134,32,36
