ID,Position X,Position Y,Position Z,Volume_um3,Position X (voxels),Position Y (voxels),Position Z (voxels),uIntCh_1,uIntCh_2,uIntCh_3,uIntCh_4,SynapseStatus,TerminalStatus,XYZinROI?,CropX,CropY,ZStart,ZEnd
32,108.86,26.187,12.448,0.678,1758.643,423.057,37,18202.9,4841.95,10539.5,7547.77,Synapse,NA,Yes,1742.488,406.902,35,39
33,113.229,24.796,8.677,0.434,1829.224,400.588,26,15020.8,10136.6,7000.65,4635.4,Synapse,NA,Yes,1813.069,384.433,24,28
34,118.519,18.84,12.05,0.248,1914.685,304.36,35,12855.5,8350.66,5086.21,3782.99,Synapse,NA,Yes,1898.53,288.205,33,37
36,108.232,25.516,11.544,0.652,1748.498,412.213,34,18906.4,5825.03,9831.67,7220.11,Synapse,NA,Yes,1732.343,396.058,32,36
37,110.313,26.018,6.781,0.483,1782.116,420.323,20,15971.7,9610.95,9084.28,5558.09,Synapse,NA,Yes,1765.961,404.168,18,22
38,106.303,26.64,10.59,0.426,1717.334,430.37,31,17437.301,10415.1,9965.91,5063.85,Synapse,NA,Yes,1701.179,414.215,29,33
39,108.344,23.346,14.159,0.168,1750.307,377.155,42,12478.9,8199.71,13282.4,6852.31,Synapse,NA,Yes,1734.152,361,40,44
40,105.757,26.498,13.03,0.292,1708.514,428.079,38,13469.7,9858.12,15322.8,8544.01,Synapse,NA,Yes,1692.359,411.924,36,40
41,104.598,27.973,8.98,0.738,1689.79,451.913,26,18048.9,12608.4,10150.7,9153.13,Synapse,NA,Yes,1673.635,435.758,24,28
43,103.564,27.447,13.573,0.164,1673.086,443.402,40,12454.1,9779.66,21814.9,8879.28,Synapse,NA,Yes,1656.931,427.247,38,42
45,104.804,23.997,14.748,0.131,1693.118,387.672,43,12359.4,10483.4,18921.9,15328,Synapse,NA,Yes,1676.963,371.517,41,45
50,101.06,27.337,9.405,0.408,1632.633,441.625,28,14288.5,6884.73,13089.8,5996.21,Synapse,NA,Yes,1616.478,425.47,26,30
52,103.5,25.832,8.422,0.447,1672.052,417.32,25,15150,13828.1,12326.1,6201.82,Synapse,NA,Yes,1655.897,401.165,23,27
54,98.977,23.601,13.919,0.192,1598.984,381.276,41,12429.4,7639.96,16747.4,6028.41,Synapse,NA,Yes,1582.829,365.121,39,43
55,102.481,24.328,8.3,0.442,1655.59,393.027,24,15167.6,10693.3,11951.6,6595.44,Synapse,NA,Yes,1639.435,376.872,22,26
56,98.903,23.877,10.649,0.297,1597.787,385.738,31,13496.7,9405.59,10179.7,5428.58,Synapse,NA,Yes,1581.632,369.583,29,33
57,96.342,26.736,12.021,0.476,1556.42,431.931,35,18307.699,10490.8,17916.301,9539.83,Synapse,NA,Yes,1540.265,415.776,33,37
58,97.361,26.314,10.616,0.424,1572.872,425.11,31,16330.1,8536.51,15394.1,6088.97,Synapse,NA,Yes,1556.717,408.955,29,33
59,97.013,25.317,8.08,0.489,1567.249,409.003,24,16123.1,9894.58,12373,5628.2,Synapse,NA,Yes,1551.094,392.848,22,26
60,94.604,26.821,10.835,0.471,1528.342,433.299,32,18797.4,9464.41,10433.9,11543.9,Synapse,NA,Yes,1512.187,417.144,30,34
62,93.792,23.805,13.407,0.13,1515.213,384.57,39,13591.4,11358.9,13736.2,18066.4,Synapse,NA,Yes,1499.058,368.415,37,41
63,92.086,28.118,9.604,0.429,1487.651,454.246,28,14925.6,7253.24,8555.87,6491.8,Synapse,NA,Yes,1471.496,438.091,26,30
64,102.862,18.166,10.465,0.277,1661.745,293.48,31,12843.3,6173.7,7465.88,4231.98,Synapse,NA,Yes,1645.59,277.325,29,33
65,90.147,26.76,11.802,0.367,1456.326,432.315,35,14591,11736.1,14783,5297.24,Synapse,NA,Yes,1440.171,416.16,33,37
67,90.279,29.113,8.472,0.276,1458.467,470.326,25,16694.301,10789.3,8595.98,10211.2,Synapse,NA,Yes,1442.312,454.171,23,27
68,97.423,18.726,10.098,0.136,1573.869,302.52,30,12050.7,8489.33,9646.19,5122.23,Synapse,NA,Yes,1557.714,286.365,28,32
70,87.769,29.238,9.998,0.253,1417.922,472.339,29,14056.1,10805.2,7944.6,9184.01,Synapse,NA,Yes,1401.767,456.184,27,31
71,92.612,22.921,10.381,0.464,1496.16,370.289,31,13929.4,8170.58,9696.12,5471.82,Synapse,NA,Yes,1480.005,354.134,29,33
72,87.215,27.927,11.868,0.351,1408.969,451.171,35,15162.5,9675.45,18523.6,14001.3,Synapse,NA,Yes,1392.814,435.016,33,37
73,91.443,24.62,10.14,0.363,1477.263,397.74,30,14665.9,8458.78,10387.3,5000.22,Synapse,NA,Yes,1461.108,381.585,28,32
74,89.55,24.357,8.627,0.47,1446.691,393.483,25,15320.6,10134.6,8571.61,4729.05,Synapse,NA,Yes,1430.536,377.328,23,27
75,85.631,26.395,13.627,0.309,1383.381,426.42,40,15129,9933.73,21793.4,11272.4,Synapse,NA,Yes,1367.226,410.265,38,42
78,86.009,25.293,14.545,0.353,1389.477,408.609,43,18357.1,8672.11,24508.199,12791.4,Synapse,NA,Yes,1373.322,392.454,41,45
79,86.571,24.565,15.804,0.527,1398.562,396.85,46,18370.4,10374.5,26414.199,13962.3,Synapse,NA,Yes,1382.407,380.695,44,48
80,84.845,25.285,12.598,0.319,1370.675,408.475,37,16238.8,10083,14628.2,10280.2,Synapse,NA,Yes,1354.52,392.32,35,39
81,84.3,27.672,8.971,0.642,1361.869,447.042,26,18187.4,11220.6,15315.3,10337.8,Synapse,NA,Yes,1345.714,430.887,24,28
82,84.407,26.698,11.906,0.777,1363.606,431.3,35,19969.199,12034.9,15181.7,16165.6,Synapse,NA,Yes,1347.451,415.145,33,37
83,84.321,24.614,8.517,0.669,1362.212,397.64,25,20251.199,15996,10211.7,6355.01,Synapse,NA,Yes,1346.057,381.485,23,27
84,81.553,25.862,12.088,0.263,1317.498,417.811,36,13221.3,10778.8,13577.8,7352.06,Synapse,NA,Yes,1301.343,401.656,34,38
86,85.774,21.934,8.143,0.48,1385.683,354.346,24,17705,11182.7,10080,6297.54,Synapse,NA,Yes,1369.528,338.191,22,26
88,81.461,26.656,8.702,0.594,1316.015,430.638,26,17157.4,8724.09,9685.5,4475.56,Synapse,NA,Yes,1299.86,414.483,24,28
89,78.251,27.427,12.163,0.181,1264.149,443.082,36,14208.1,7402.05,14143.6,13789.3,Synapse,NA,Yes,1247.994,426.927,34,38
91,79.745,25.17,15.345,0.238,1288.294,406.616,45,13025.9,9626.41,24281,13636,Synapse,NA,Yes,1272.139,390.461,43,47
94,85.201,20.625,10.326,0.21,1376.422,333.204,30,13487.1,8326.97,7709.78,5404.06,Synapse,NA,Yes,1360.267,317.049,28,32
95,78.91,26.502,8.502,0.408,1274.803,428.139,25,17595.1,11064.1,15056.2,5230.89,Synapse,NA,Yes,1258.648,411.984,23,27
96,82.094,23.851,8.942,0.672,1326.234,385.31,26,18051.1,14988.1,11403,5674.57,Synapse,NA,Yes,1310.079,369.155,24,28
97,79.777,23.562,15.024,0.118,1288.809,380.64,44,12420.3,9408.03,26780,16050.6,Synapse,NA,Yes,1272.654,364.485,42,46
99,75.639,23.026,12.606,0.176,1221.95,371.984,37,12156.1,7591.14,7934.77,6846.59,Synapse,NA,Yes,1205.795,355.829,35,39
100,76.809,25.334,9.806,1.031,1240.85,409.279,29,19566.9,9091,10048.7,9999.07,Synapse,NA,Yes,1224.695,393.124,27,31
101,75.33,25.074,7.478,0.974,1216.971,405.074,22,19708.4,11739.5,8800.96,10226.3,Synapse,NA,Yes,1200.816,388.919,20,24
102,77.643,21.703,9.152,0.36,1254.326,350.607,27,14058.1,10173,7291.88,4664.03,Synapse,NA,Yes,1238.171,334.452,25,29
106,71.637,24.393,12.94,0.339,1157.305,394.073,38,15078.3,8191.04,11207.2,7884.38,Synapse,NA,Yes,1141.15,377.918,36,40
107,72.406,21.531,14.103,0.221,1169.727,347.843,41,13069.9,10216.2,18068.1,5351.72,Synapse,NA,Yes,1153.572,331.688,39,43
108,70.444,26.589,7.259,0.616,1138.024,429.549,21,17841.9,12125.9,11696.2,6127.35,Synapse,NA,Yes,1121.869,413.394,19,23
110,70.063,22.904,13.657,0.184,1131.877,370.01,40,12881.8,8480.08,15356.9,10162,Synapse,NA,Yes,1115.722,353.855,38,42
111,67.614,27.176,10.916,0.986,1092.317,439.024,32,20785.6,10329.1,11976.2,12615.1,Synapse,NA,Yes,1076.162,422.869,30,34
112,69.797,25.775,9.55,0.489,1127.572,416.405,28,16913,12319.2,12074.9,9694.61,Synapse,NA,Yes,1111.417,400.25,26,30
113,68.513,23.705,11.738,0.573,1106.84,382.952,35,16162.3,10745.4,9934.54,17589.6,Synapse,NA,Yes,1090.685,366.797,33,37
114,73.875,20.879,7.261,0.287,1193.451,337.307,21,14266.3,12951.1,9663.65,5536.25,Synapse,NA,Yes,1177.296,321.152,19,23
115,70.884,24.762,6.358,0.611,1145.136,400.034,19,17926.5,13373.4,9746.42,4690.65,Synapse,NA,Yes,1128.981,383.879,17,21
116,65.064,25.322,14.037,0.374,1051.108,409.084,41,13941.8,11251.9,20681,13234.8,Synapse,NA,Yes,1034.953,392.929,39,43
117,71.328,22.049,6.011,0.493,1152.313,356.205,18,16292.9,14794.2,12814.1,7094.78,Synapse,NA,Yes,1136.158,340.05,16,20
118,64.949,27.198,11.535,0.4,1049.257,439.381,34,15401.1,8462.33,11303.2,6281.22,Synapse,NA,Yes,1033.102,423.226,32,36
121,67.331,23.189,13.096,0.273,1087.742,374.624,39,13184.2,8658.8,12841.3,8086.14,Synapse,NA,Yes,1071.587,358.469,37,41
122,69.221,20.543,9.851,0.189,1118.27,331.88,29,12380.5,9557.78,6270.73,4248.19,Synapse,NA,Yes,1102.115,315.725,27,31
123,62.471,27.438,11.432,0.899,1009.231,443.265,34,20123,8087.67,9037,10263,Synapse,NA,Yes,993.076,427.11,32,36
124,67.239,21.588,13.746,0.199,1086.259,348.753,40,12864.7,9255.09,11768.6,26078.199,Synapse,NA,Yes,1070.104,332.598,38,42
125,66.299,23.729,8.103,0.504,1071.071,383.346,24,17038.699,8691.91,5791.3,5301.79,Synapse,NA,Yes,1054.916,367.191,22,26
126,63.671,23.224,15.725,0.189,1028.607,375.184,46,13257.8,7488.72,20266.9,7407.19,Synapse,NA,Yes,1012.452,359.029,44,48
127,63.259,25.444,12.88,0.326,1021.958,411.042,38,13653.5,8589.95,19584.9,9939.41,Synapse,NA,Yes,1005.803,394.887,36,40
129,65.501,24.516,7.91,0.58,1058.174,396.061,23,17741.301,11321.7,9840.48,4809.19,Synapse,NA,Yes,1042.019,379.906,21,25
131,62.398,24.253,11.298,0.349,1008.044,391.813,33,14446.5,10174.7,15610,7424.71,Synapse,NA,Yes,991.889,375.658,31,35
132,61.798,24.244,13.027,0.279,998.349,391.662,38,13716.5,10002.9,15016.6,8782.09,Synapse,NA,Yes,982.194,375.507,36,40
133,62.904,23.699,14.017,0.265,1016.216,382.855,41,13428,7564.76,20613.1,9298.04,Synapse,NA,Yes,1000.061,366.7,39,43
134,64.178,21.417,8.687,0.494,1036.795,345.985,26,16534.5,11639.3,8993.53,4844.34,Synapse,NA,Yes,1020.64,329.83,24,28
135,71.289,15.351,8.052,0.194,1151.68,247.99,24,12638.7,7934.44,10429.9,5042.69,Synapse,NA,Yes,1135.525,231.835,22,26
136,65.432,22.179,7.969,0.667,1057.063,358.304,23,18664.6,11776.6,12231.3,5524.17,Synapse,NA,Yes,1040.908,342.149,21,25
139,60.534,24.595,10.091,0.505,977.931,397.339,30,15001.2,8342.02,11653.6,6674.53,Synapse,NA,Yes,961.776,381.184,28,32
140,56.182,28.237,8.744,0.31,907.619,456.168,26,14267.1,7300.69,9190.9,6799.04,Synapse,NA,Yes,891.464,440.013,24,28
141,57.129,26.05,12.189,0.225,922.916,420.843,36,13873.2,13076.1,20406,5497.48,Synapse,NA,Yes,906.761,404.688,34,38
142,58.709,25.008,11.833,0.32,948.446,404.013,35,14068.5,7148.11,18124.301,6705.11,Synapse,NA,Yes,932.291,387.858,33,37
143,55.338,26.944,10.341,0.5,893.995,435.276,30,16504.9,7491.65,10307.4,8694.75,Synapse,NA,Yes,877.84,419.121,28,32
144,61.747,20.715,11.287,0.317,997.535,334.653,33,13712.3,9413.54,10213.5,5830.07,Synapse,NA,Yes,981.38,318.498,31,35
148,57.15,26.121,5.984,0.582,923.26,421.99,18,16701.699,11403.3,13803.5,5457.91,Synapse,NA,Yes,907.105,405.835,16,20
149,59.422,19.743,8.862,0.468,959.961,318.943,26,15460.2,9299.7,8601.32,7154.5,Synapse,NA,Yes,943.806,302.788,24,28
150,54.192,24.239,11.759,0.209,875.475,391.58,35,13919.3,11787,13062.4,12730,Synapse,NA,Yes,859.32,375.425,33,37
151,54.199,25.635,9.456,0.716,875.588,414.132,28,17996.301,9475.15,13992.9,6515.84,Synapse,NA,Yes,859.433,397.977,26,30
152,57.641,21.323,5.541,0.548,931.2,344.472,16,16949.801,15141.4,14268.3,6657.08,Synapse,NA,Yes,915.045,328.317,14,18
153,54.539,24.198,7.043,0.491,881.081,390.926,21,15250.9,10933.1,10301.1,4907.6,Synapse,NA,Yes,864.926,374.771,19,23
154,53.43,23.791,11.533,0.138,863.158,384.339,34,13379,9036.46,11172.3,10897.8,Synapse,NA,Yes,847.003,368.184,32,36
155,49.474,27.782,6.854,0.427,799.263,448.822,20,18790.5,13070,8717.23,15060.1,Synapse,NA,Yes,783.108,432.667,18,22
156,51.587,25.112,9.369,0.438,833.388,405.695,28,14070.6,10414.6,9055.94,8397.2,Synapse,NA,Yes,817.233,389.54,26,30
158,50.659,24.157,11.336,0.451,818.393,390.26,33,14738.5,10059.2,11474.5,9222.42,Synapse,NA,Yes,802.238,374.105,31,35
159,48.946,27.362,7.14,0.168,790.732,442.04,21,22625.5,12974.7,13906.2,8837.71,Synapse,NA,Yes,774.577,425.885,19,23
160,48.692,27.983,7.903,0.743,786.63,452.063,23,22696.4,8737.19,8879.69,13253.3,Synapse,NA,Yes,770.475,435.908,21,25
161,47.414,26.062,11.649,0.293,765.984,421.042,34,12982,10996.6,11877.3,8049.83,Synapse,NA,Yes,749.829,404.887,32,36
162,48.018,27.134,8.154,0.407,775.732,438.352,24,17587.6,11063.7,10563.9,12813.9,Synapse,NA,Yes,759.577,422.197,22,26
163,48.984,26.529,9.227,0.575,791.347,428.586,27,17069.5,11467.8,13038.7,9086.59,Synapse,NA,Yes,775.192,412.431,25,29
166,44.352,29.77,9.358,0.423,716.511,480.934,28,13474.2,6759.07,17342.1,6987.32,Synapse,NA,Yes,700.356,464.779,26,30
167,42.468,30.765,8.083,0.36,686.071,497.005,24,14432.3,9000.09,18651.199,9108.08,Synapse,NA,Yes,669.916,480.85,22,26
169,42.984,30.229,9.451,0.246,694.415,488.351,28,14323,9520.88,16400,7046.41,Synapse,NA,Yes,678.26,472.196,26,30
171,48.295,21.728,13.442,0.258,780.21,351.019,40,13869.1,11090.1,16867.199,15374.3,Synapse,NA,Yes,764.055,334.864,38,42
172,50.604,21.711,7.833,0.382,817.517,350.735,23,14553.4,7738.9,6634.07,4648.63,Synapse,NA,Yes,801.362,334.58,21,25
173,49.554,23.194,3.97,0.706,800.541,374.704,12,18613.801,15114.5,11672.1,5667.78,Synapse,NA,Yes,784.386,358.549,10,14
174,46.871,23.425,10.983,0.304,757.199,378.427,32,16009,10738.5,11932.8,11941.4,Synapse,NA,Yes,741.044,362.272,30,34
175,47.382,22.762,11.975,0.332,765.468,367.721,35,17248.5,11049.6,11169.3,11920.1,Synapse,NA,Yes,749.313,351.566,33,37
177,47.653,24.631,3.953,0.604,769.842,397.908,12,18946.301,14767.9,13911.2,5457.25,Synapse,NA,Yes,753.687,381.753,10,14
179,40.222,29.425,6.781,0.437,649.792,475.367,20,15751.3,10159.3,15291.1,8073.49,Synapse,NA,Yes,633.637,459.212,18,22
180,39.121,28.646,11.614,0.192,631.998,462.785,34,14895.7,9538.97,23015.9,9535.48,Synapse,NA,Yes,615.843,446.63,32,36
181,43.615,27.099,6.08,0.465,704.609,437.79,18,15574.9,8497.87,15408.8,4503.64,Synapse,NA,Yes,688.454,421.635,16,20
182,39.1,26.601,13.244,0.355,631.659,429.75,39,14035.2,10192.4,31004.9,6760.83,Synapse,NA,Yes,615.504,413.595,37,41
183,38.421,28.43,10.898,0.612,620.698,459.289,32,17743.1,15882.8,19912,8135.42,Synapse,NA,Yes,604.543,443.134,30,34
184,42.724,26.178,7.218,0.501,690.212,422.903,21,15385.9,10768.2,11602.6,5516.81,Synapse,NA,Yes,674.057,406.748,19,23
185,48.585,16.287,7.266,0.32,784.903,263.118,21,14786.8,12198,15426.4,6444.53,Synapse,NA,Yes,768.748,246.963,19,23
186,45.448,20.676,8.577,0.315,734.212,334.016,25,14477.9,13929.2,8969.55,5945.25,Synapse,NA,Yes,718.057,317.861,23,27
187,47.032,21.143,6.262,0.54,759.813,341.574,18,17692.199,13582.4,14485.4,7621.95,Synapse,NA,Yes,743.658,325.419,16,20
188,39.633,23.137,8.868,0.471,640.279,373.78,26,14863.6,11194.2,9555.21,8698.82,Synapse,NA,Yes,624.124,357.625,24,28
189,37.535,24.632,10.76,0.508,606.386,397.924,32,15170.1,10946.6,12741.6,5748.9,Synapse,NA,Yes,590.231,381.769,30,34
190,39.201,25.428,8.697,0.558,633.292,410.788,26,16059.1,12281.1,11051.9,7261.12,Synapse,NA,Yes,617.137,394.633,24,28
192,34.636,26.83,6.804,0.438,559.554,433.449,20,21313.199,12094.5,5691.68,15889.4,Synapse,NA,Yes,543.399,417.294,18,22
193,36.916,24.976,5.468,0.526,596.384,403.498,16,16536.4,9207.81,10523.6,7249.66,Synapse,NA,Yes,580.229,387.343,14,18
195,33.997,25.923,7.739,0.822,549.228,418.782,23,24232.301,11319,11253.9,15663.8,Synapse,NA,Yes,533.073,402.627,21,25
196,36.074,23.293,10.771,0.286,582.779,376.296,32,14294,12989.3,9089.29,19696.301,Synapse,NA,Yes,566.624,360.141,30,34
197,33.918,23.948,9.681,0.397,547.952,386.882,28,16224,12215.6,8956.92,9845.13,Synapse,NA,Yes,531.797,370.727,26,30
198,35.099,25.008,4.611,0.615,567.023,404.015,14,17301.199,17369.199,10578.6,5542.86,Synapse,NA,Yes,550.868,387.86,12,16
199,35.927,20.895,13.069,0.239,580.406,337.557,38,13218.8,8944.35,9134.72,10650.5,Synapse,NA,Yes,564.251,321.402,36,40
200,31.024,26.531,8.776,0.826,501.187,428.604,26,21129.199,10627.5,9053.49,9893.71,Synapse,NA,Yes,485.032,412.449,24,28
201,36.946,22.564,4.625,0.917,596.861,364.528,14,21627.1,12329.6,12011.5,5256.8,Synapse,NA,Yes,580.706,348.373,12,16
202,31.753,25.814,9.317,0.243,512.979,417.023,27,16116.5,5615.75,8703.5,7685.05,Synapse,NA,Yes,496.824,400.868,25,29
203,28.36,27.164,10.722,0.387,458.152,438.835,32,16089.1,10824.5,14093.1,11322.5,Synapse,NA,Yes,441.997,422.68,30,34
204,30.275,25.475,11.691,0.41,489.095,411.557,34,14923.1,10229.8,11700.8,17188.301,Synapse,NA,Yes,472.94,395.402,32,36
205,36.213,21.618,6.97,0.393,585.024,349.247,20,16329.9,12155.6,16072.3,8402.14,Synapse,NA,Yes,568.869,333.092,18,22
206,32.592,23.37,7.945,0.399,526.52,377.538,23,15703.8,10718.9,8770.15,6282.38,Synapse,NA,Yes,510.365,361.383,21,25
208,27.824,27.676,10.182,0.216,449.493,447.11,30,17322.4,11780.9,13951.1,15297.8,Synapse,NA,Yes,433.338,430.955,28,32
209,30.962,22.133,12.92,0.188,500.191,357.564,38,13579.1,8106.85,16725.9,11692.4,Synapse,NA,Yes,484.036,341.409,36,40
210,27.327,28.42,8.786,0.787,441.469,459.134,26,21792.5,9377.85,9178.75,16683.6,Synapse,NA,Yes,425.314,442.979,24,28
211,28.204,28.337,7.353,1.443,455.632,457.782,22,25608.4,9764.08,11270.2,16280,Synapse,NA,Yes,439.477,441.627,20,24
212,27.076,23.803,12.506,0.151,437.42,384.546,37,13705.7,14177.3,17360.699,5845.46,Synapse,NA,Yes,421.265,368.391,35,39
213,30.44,24.818,6.864,0.362,491.759,400.932,20,15205,13098.8,9547.55,6186.22,Synapse,NA,Yes,475.604,384.777,18,22
214,34.125,20.846,8.544,0.296,551.3,336.761,25,14610,12890.4,8630.03,5819.65,Synapse,NA,Yes,535.145,320.606,23,27
215,27.204,24.691,6.273,0.411,439.477,398.885,18,17177.6,16277.1,9713.65,4725.62,Synapse,NA,Yes,423.322,382.73,16,20
216,27.979,24.839,6.153,0.424,452.006,401.276,18,17898,15390.7,11379.2,5560.58,Synapse,NA,Yes,435.851,385.121,16,20
217,31.379,20.24,9.093,0.232,506.935,326.987,27,13120.1,9679.48,6789.56,4587.07,Synapse,NA,Yes,490.78,310.832,25,29
218,22.626,26.706,11.254,0.358,365.519,431.436,33,14198.2,12481.2,16361.3,8622.64,Synapse,NA,Yes,349.364,415.281,31,35
219,21.136,30.131,7.507,0.452,341.449,486.769,22,15217.4,11185,15510.9,12032.2,Synapse,NA,Yes,325.294,470.614,20,24
221,26.143,21.731,8.058,0.12,422.342,351.066,24,12360.5,9261.92,6036.77,10168.4,Synapse,NA,Yes,406.187,334.911,22,26
222,35.247,14.754,6.945,0.399,569.422,238.347,20,14569.7,9971.61,10450,4756.13,Synapse,NA,Yes,553.267,222.192,18,22
223,28.014,23.397,5.191,0.422,452.562,377.984,15,16400.301,16245.5,14350.7,6505.69,Synapse,NA,Yes,436.407,361.829,13,17
224,22.122,25.672,6.033,0.542,357.381,414.73,18,15385.8,16760.1,8449.46,4880.95,Synapse,NA,Yes,341.226,398.575,16,20
225,19.339,28.756,5.83,0.486,312.422,464.556,17,16560.301,11353.1,13371.5,10683.2,Synapse,NA,Yes,296.267,448.401,15,19
226,22.858,23.982,11.031,0.249,369.281,387.428,32,13492.8,6394.31,9924.82,4879.75,Synapse,NA,Yes,353.126,371.273,30,34
227,17.582,28.77,7.686,0.606,284.037,464.784,23,21335.801,13990.9,20564,8825.98,Synapse,NA,Yes,267.882,448.629,21,25
230,19.523,26.673,4.743,0.536,315.402,430.91,14,17907.4,15262.7,12374.1,5192.12,Synapse,NA,Yes,299.247,414.755,12,16
231,18.267,25.806,11.27,0.314,295.105,416.895,33,13918.7,11300.8,18574.801,11914.2,Synapse,NA,Yes,278.95,400.74,31,35
232,28.096,17.549,6.63,0.141,453.885,283.504,20,12487.7,12642.5,13730.4,5557.99,Synapse,NA,Yes,437.73,267.349,18,22
233,14.411,30.04,7.764,0.616,232.808,485.3,23,17682.9,9540.26,10135.7,11016.3,Synapse,NA,Yes,216.653,469.145,21,25
234,20.967,23.624,6.916,0.371,338.722,381.641,20,15674.7,11099.7,6647.54,4241.57,Synapse,NA,Yes,322.567,365.486,18,22
235,17.114,27.042,9.694,0.398,276.483,436.861,29,14666.5,12377.4,15054.7,5409.23,Synapse,NA,Yes,260.328,420.706,27,31
236,14.671,29.088,5.593,0.826,237.016,469.918,16,22240.699,9724.99,10958.8,6810.84,Synapse,NA,Yes,220.861,453.763,14,18
237,12.059,32.261,6.139,0.64,194.817,521.184,18,19345,14169.7,8155.07,12319.8,Synapse,NA,Yes,178.662,505.029,16,20
238,19.205,25.675,5.363,0.57,310.26,414.784,16,19290.699,17486.801,13196.3,6490.32,Synapse,NA,Yes,294.105,398.629,14,18
239,18.713,23.262,7.327,0.401,302.304,375.795,22,15950,17435.1,14056.9,6686.51,Synapse,NA,Yes,286.149,359.64,20,24
240,14.948,26.387,9.322,0.302,241.49,426.283,27,13990.8,8059.96,9686.35,10837.8,Synapse,NA,Yes,225.335,410.128,25,29
242,14.056,22.777,12.163,0.231,227.069,367.964,36,13465.6,10860.3,14321.7,8330.97,Synapse,NA,Yes,210.914,351.809,34,38
243,14.583,27.51,5.71,0.619,235.593,444.426,17,18532.199,7659.39,9588.78,5551.97,Synapse,NA,Yes,219.438,428.271,15,19
245,12.127,27.037,3.951,0.576,195.91,436.78,12,20097,11328,8470,4908.86,Synapse,NA,Yes,179.755,420.625,10,14
248,12.473,24.955,5.257,0.656,201.499,403.152,15,19386.5,10385.4,13279.2,6358.63,Synapse,NA,Yes,185.344,386.997,13,17
249,9.88,27.179,8.747,0.547,159.616,439.076,26,17116.9,12337.1,11349.6,4540.84,Synapse,NA,Yes,143.461,422.921,24,28
250,13.846,23.765,7.511,0.408,223.683,383.932,22,15924.7,8007.82,7206.5,4873.27,Synapse,NA,Yes,207.528,367.777,20,24
252,10.129,26.916,5.408,0.56,163.635,434.83,16,17882.1,12084.9,8783.76,4608.17,Synapse,NA,Yes,147.48,418.675,14,18
255,10.607,23.605,11.536,0.28,171.351,381.341,34,14024.3,10814.3,12729.9,11310.9,Synapse,NA,Yes,155.196,365.186,32,36
257,10.632,22.573,7.954,0.38,171.756,364.669,23,15368.4,11671.9,13960.8,7451.35,Synapse,NA,Yes,155.601,348.514,21,25
269,13.476,30.508,5.407,0.817,217.7,492.855,16,19300,13291.3,9963.39,7369.97,Synapse,NA,Yes,201.545,476.7,14,18
